state,year,metric,value
Selangor,2020,Tenaga Buruh 679.5 701.4 743.1 778.4 765.7 Labour Force Bekerja 648.5 672.1 718.1 753.3 739.4 Employed Penganggur 31.0 29.3 25.0 25.1 26.3 Unemployed Luar Tenaga Buruh 99.3 112.9 108.6 101.0 106.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.1 87.2 88.5 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.2 3.4 3.2 3.4 Graduates Unemployment Rate,
Selangor,2021,Tenaga Buruh 679.5 701.4 743.1 778.4 765.7 Labour Force Bekerja 648.5 672.1 718.1 753.3 739.4 Employed Penganggur 31.0 29.3 25.0 25.1 26.3 Unemployed Luar Tenaga Buruh 99.3 112.9 108.6 101.0 106.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.1 87.2 88.5 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.2 3.4 3.2 3.4 Graduates Unemployment Rate,
Selangor,2022,Tenaga Buruh 679.5 701.4 743.1 778.4 765.7 Labour Force Bekerja 648.5 672.1 718.1 753.3 739.4 Employed Penganggur 31.0 29.3 25.0 25.1 26.3 Unemployed Luar Tenaga Buruh 99.3 112.9 108.6 101.0 106.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.1 87.2 88.5 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.2 3.4 3.2 3.4 Graduates Unemployment Rate,
Selangor,2023,Tenaga Buruh 679.5 701.4 743.1 778.4 765.7 Labour Force Bekerja 648.5 672.1 718.1 753.3 739.4 Employed Penganggur 31.0 29.3 25.0 25.1 26.3 Unemployed Luar Tenaga Buruh 99.3 112.9 108.6 101.0 106.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.1 87.2 88.5 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.2 3.4 3.2 3.4 Graduates Unemployment Rate,
Selangor,2024,Tenaga Buruh 679.5 701.4 743.1 778.4 765.7 Labour Force Bekerja 648.5 672.1 718.1 753.3 739.4 Employed Penganggur 31.0 29.3 25.0 25.1 26.3 Unemployed Luar Tenaga Buruh 99.3 112.9 108.6 101.0 106.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.2 86.1 87.2 88.5 87.8 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.6 4.2 3.4 3.2 3.4 Graduates Unemployment Rate,
Selangor,2020,Perempuan Female,809800.0
Selangor,2021,Perempuan Female,853100.0
Selangor,2022,Perempuan Female,891100.0
Selangor,2023,Perempuan Female,937600.0
Selangor,2024,Perempuan Female,953400.0
Selangor,2020,Tenaga Buruh 704.9 749.4 791.8 833.3 845.1 Labour Force Bekerja 676.1 719.7 768.4 805.2 820.2 Employed Penganggur 28.9 29.7 23.4 28.1 24.9 Unemployed Luar Tenaga Buruh 104.9 103.7 99.3 104.3 108.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.0 87.8 88.9 88.9 88.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 4.0 3.0 3.4 2.9 Graduates Unemployment Rate,
Selangor,2021,Tenaga Buruh 704.9 749.4 791.8 833.3 845.1 Labour Force Bekerja 676.1 719.7 768.4 805.2 820.2 Employed Penganggur 28.9 29.7 23.4 28.1 24.9 Unemployed Luar Tenaga Buruh 104.9 103.7 99.3 104.3 108.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.0 87.8 88.9 88.9 88.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 4.0 3.0 3.4 2.9 Graduates Unemployment Rate,
Selangor,2022,Tenaga Buruh 704.9 749.4 791.8 833.3 845.1 Labour Force Bekerja 676.1 719.7 768.4 805.2 820.2 Employed Penganggur 28.9 29.7 23.4 28.1 24.9 Unemployed Luar Tenaga Buruh 104.9 103.7 99.3 104.3 108.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.0 87.8 88.9 88.9 88.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 4.0 3.0 3.4 2.9 Graduates Unemployment Rate,
Selangor,2023,Tenaga Buruh 704.9 749.4 791.8 833.3 845.1 Labour Force Bekerja 676.1 719.7 768.4 805.2 820.2 Employed Penganggur 28.9 29.7 23.4 28.1 24.9 Unemployed Luar Tenaga Buruh 104.9 103.7 99.3 104.3 108.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.0 87.8 88.9 88.9 88.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 4.0 3.0 3.4 2.9 Graduates Unemployment Rate,
Selangor,2024,Tenaga Buruh 704.9 749.4 791.8 833.3 845.1 Labour Force Bekerja 676.1 719.7 768.4 805.2 820.2 Employed Penganggur 28.9 29.7 23.4 28.1 24.9 Unemployed Luar Tenaga Buruh 104.9 103.7 99.3 104.3 108.2 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.0 87.8 88.9 88.9 88.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.1 4.0 3.0 3.4 2.9 Graduates Unemployment Rate,
Terengganu,2020,Jumlah Total,141800.0
Terengganu,2021,Jumlah Total,152200.0
Terengganu,2022,Jumlah Total,158600.0
Terengganu,2023,Jumlah Total,167700.0
Terengganu,2024,Jumlah Total,172400.0
Terengganu,2020,Tenaga Buruh 111.1 116.6 124.0 128.5 136.0 Labour Force Bekerja 105.3 110.9 118.2 123.5 130.6 Employed Penganggur 5.8 5.7 5.8 5.0 5.4 Unemployed Luar Tenaga Buruh 30.7 35.6 34.6 39.2 36.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.4 76.6 78.2 76.6 78.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.2 4.9 4.7 3.9 4.0 Graduates Unemployment Rate,
Terengganu,2021,Tenaga Buruh 111.1 116.6 124.0 128.5 136.0 Labour Force Bekerja 105.3 110.9 118.2 123.5 130.6 Employed Penganggur 5.8 5.7 5.8 5.0 5.4 Unemployed Luar Tenaga Buruh 30.7 35.6 34.6 39.2 36.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.4 76.6 78.2 76.6 78.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.2 4.9 4.7 3.9 4.0 Graduates Unemployment Rate,
Terengganu,2022,Tenaga Buruh 111.1 116.6 124.0 128.5 136.0 Labour Force Bekerja 105.3 110.9 118.2 123.5 130.6 Employed Penganggur 5.8 5.7 5.8 5.0 5.4 Unemployed Luar Tenaga Buruh 30.7 35.6 34.6 39.2 36.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.4 76.6 78.2 76.6 78.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.2 4.9 4.7 3.9 4.0 Graduates Unemployment Rate,
Terengganu,2023,Tenaga Buruh 111.1 116.6 124.0 128.5 136.0 Labour Force Bekerja 105.3 110.9 118.2 123.5 130.6 Employed Penganggur 5.8 5.7 5.8 5.0 5.4 Unemployed Luar Tenaga Buruh 30.7 35.6 34.6 39.2 36.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.4 76.6 78.2 76.6 78.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.2 4.9 4.7 3.9 4.0 Graduates Unemployment Rate,
Terengganu,2024,Tenaga Buruh 111.1 116.6 124.0 128.5 136.0 Labour Force Bekerja 105.3 110.9 118.2 123.5 130.6 Employed Penganggur 5.8 5.7 5.8 5.0 5.4 Unemployed Luar Tenaga Buruh 30.7 35.6 34.6 39.2 36.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 78.4 76.6 78.2 76.6 78.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.2 4.9 4.7 3.9 4.0 Graduates Unemployment Rate,
Terengganu,2020,Lelaki Male,62000.0
Terengganu,2021,Lelaki Male,65000.0
Terengganu,2022,Lelaki Male,69100.0
Terengganu,2023,Lelaki Male,71500.0
Terengganu,2024,Lelaki Male,72900.0
Terengganu,2020,Tenaga Buruh 54.1 55.9 59.7 61.1 63.1 Labour Force Bekerja 51.4 53.3 57.2 58.8 60.6 Employed Penganggur 2.7 2.7 2.5 2.3 2.5 Unemployed Luar Tenaga Buruh 7.9 9.1 9.4 10.4 9.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.3 86.0 86.4 85.4 86.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.0 4.8 4.2 3.8 3.9 Graduates Unemployment Rate,
Terengganu,2021,Tenaga Buruh 54.1 55.9 59.7 61.1 63.1 Labour Force Bekerja 51.4 53.3 57.2 58.8 60.6 Employed Penganggur 2.7 2.7 2.5 2.3 2.5 Unemployed Luar Tenaga Buruh 7.9 9.1 9.4 10.4 9.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.3 86.0 86.4 85.4 86.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.0 4.8 4.2 3.8 3.9 Graduates Unemployment Rate,
Terengganu,2022,Tenaga Buruh 54.1 55.9 59.7 61.1 63.1 Labour Force Bekerja 51.4 53.3 57.2 58.8 60.6 Employed Penganggur 2.7 2.7 2.5 2.3 2.5 Unemployed Luar Tenaga Buruh 7.9 9.1 9.4 10.4 9.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.3 86.0 86.4 85.4 86.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.0 4.8 4.2 3.8 3.9 Graduates Unemployment Rate,
Terengganu,2023,Tenaga Buruh 54.1 55.9 59.7 61.1 63.1 Labour Force Bekerja 51.4 53.3 57.2 58.8 60.6 Employed Penganggur 2.7 2.7 2.5 2.3 2.5 Unemployed Luar Tenaga Buruh 7.9 9.1 9.4 10.4 9.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.3 86.0 86.4 85.4 86.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.0 4.8 4.2 3.8 3.9 Graduates Unemployment Rate,
Terengganu,2024,Tenaga Buruh 54.1 55.9 59.7 61.1 63.1 Labour Force Bekerja 51.4 53.3 57.2 58.8 60.6 Employed Penganggur 2.7 2.7 2.5 2.3 2.5 Unemployed Luar Tenaga Buruh 7.9 9.1 9.4 10.4 9.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.3 86.0 86.4 85.4 86.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.0 4.8 4.2 3.8 3.9 Graduates Unemployment Rate,
Terengganu,2020,Perempuan Female,79800.0
Terengganu,2021,Perempuan Female,87200.0
Terengganu,2022,Perempuan Female,89500.0
Terengganu,2023,Perempuan Female,96200.0
Terengganu,2024,Perempuan Female,99500.0
Terengganu,2020,Tenaga Buruh 57.0 60.7 64.3 67.4 72.9 Labour Force Bekerja 53.9 57.6 60.9 64.7 70.0 Employed Penganggur 3.1 3.0 3.3 2.7 2.9 Unemployed Luar Tenaga Buruh 22.8 26.5 25.2 28.8 26.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 71.4 69.6 71.8 70.1 73.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.4 5.0 5.2 4.0 4.0 Graduates Unemployment Rate,
Terengganu,2021,Tenaga Buruh 57.0 60.7 64.3 67.4 72.9 Labour Force Bekerja 53.9 57.6 60.9 64.7 70.0 Employed Penganggur 3.1 3.0 3.3 2.7 2.9 Unemployed Luar Tenaga Buruh 22.8 26.5 25.2 28.8 26.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 71.4 69.6 71.8 70.1 73.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.4 5.0 5.2 4.0 4.0 Graduates Unemployment Rate,
Terengganu,2022,Tenaga Buruh 57.0 60.7 64.3 67.4 72.9 Labour Force Bekerja 53.9 57.6 60.9 64.7 70.0 Employed Penganggur 3.1 3.0 3.3 2.7 2.9 Unemployed Luar Tenaga Buruh 22.8 26.5 25.2 28.8 26.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 71.4 69.6 71.8 70.1 73.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.4 5.0 5.2 4.0 4.0 Graduates Unemployment Rate,
Terengganu,2023,Tenaga Buruh 57.0 60.7 64.3 67.4 72.9 Labour Force Bekerja 53.9 57.6 60.9 64.7 70.0 Employed Penganggur 3.1 3.0 3.3 2.7 2.9 Unemployed Luar Tenaga Buruh 22.8 26.5 25.2 28.8 26.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 71.4 69.6 71.8 70.1 73.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.4 5.0 5.2 4.0 4.0 Graduates Unemployment Rate,
Terengganu,2024,Tenaga Buruh 57.0 60.7 64.3 67.4 72.9 Labour Force Bekerja 53.9 57.6 60.9 64.7 70.0 Employed Penganggur 3.1 3.0 3.3 2.7 2.9 Unemployed Luar Tenaga Buruh 22.8 26.5 25.2 28.8 26.6 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 71.4 69.6 71.8 70.1 73.3 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 5.4 5.0 5.2 4.0 4.0 Graduates Unemployment Rate,
Sabah,2020,Jumlah Total,303800.0
Sabah,2021,Jumlah Total,317900.0
Sabah,2022,Jumlah Total,342100.0
Sabah,2023,Jumlah Total,346100.0
Sabah,2024,Jumlah Total,361800.0
Sabah,2020,Tenaga Buruh 267.0 277.2 298.5 301.1 317.0 Labour Force Bekerja 242.0 252.6 272.4 277.4 294.3 Employed Penganggur 25.1 24.6 26.1 23.6 22.7 Unemployed Luar Tenaga Buruh 36.8 40.7 43.6 45.1 44.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.9 87.2 87.3 87.0 87.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 9.4 8.9 8.8 7.9 7.1 Graduates Unemployment Rate,
Sabah,2021,Tenaga Buruh 267.0 277.2 298.5 301.1 317.0 Labour Force Bekerja 242.0 252.6 272.4 277.4 294.3 Employed Penganggur 25.1 24.6 26.1 23.6 22.7 Unemployed Luar Tenaga Buruh 36.8 40.7 43.6 45.1 44.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.9 87.2 87.3 87.0 87.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 9.4 8.9 8.8 7.9 7.1 Graduates Unemployment Rate,
Sabah,2022,Tenaga Buruh 267.0 277.2 298.5 301.1 317.0 Labour Force Bekerja 242.0 252.6 272.4 277.4 294.3 Employed Penganggur 25.1 24.6 26.1 23.6 22.7 Unemployed Luar Tenaga Buruh 36.8 40.7 43.6 45.1 44.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.9 87.2 87.3 87.0 87.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 9.4 8.9 8.8 7.9 7.1 Graduates Unemployment Rate,
Sabah,2023,Tenaga Buruh 267.0 277.2 298.5 301.1 317.0 Labour Force Bekerja 242.0 252.6 272.4 277.4 294.3 Employed Penganggur 25.1 24.6 26.1 23.6 22.7 Unemployed Luar Tenaga Buruh 36.8 40.7 43.6 45.1 44.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.9 87.2 87.3 87.0 87.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 9.4 8.9 8.8 7.9 7.1 Graduates Unemployment Rate,
Sabah,2024,Tenaga Buruh 267.0 277.2 298.5 301.1 317.0 Labour Force Bekerja 242.0 252.6 272.4 277.4 294.3 Employed Penganggur 25.1 24.6 26.1 23.6 22.7 Unemployed Luar Tenaga Buruh 36.8 40.7 43.6 45.1 44.8 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 87.9 87.2 87.3 87.0 87.6 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 9.4 8.9 8.8 7.9 7.1 Graduates Unemployment Rate,
Sabah,2020,Lelaki Male,139200.0
Sabah,2021,Lelaki Male,145300.0
Sabah,2022,Lelaki Male,156100.0
Sabah,2023,Lelaki Male,156100.0
Sabah,2024,Lelaki Male,166000.0
Sabah,2020,Tenaga Buruh 127.9 130.0 140.5 139.8 150.6 Labour Force Bekerja 117.8 120.1 130.7 129.9 141.8 Employed Penganggur 10.1 9.9 9.7 10.0 8.9 Unemployed Luar Tenaga Buruh 11.3 15.3 15.6 16.3 15.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.9 89.5 90.0 89.6 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 7.9 7.6 6.9 7.1 5.9 Graduates Unemployment Rate,
Sabah,2021,Tenaga Buruh 127.9 130.0 140.5 139.8 150.6 Labour Force Bekerja 117.8 120.1 130.7 129.9 141.8 Employed Penganggur 10.1 9.9 9.7 10.0 8.9 Unemployed Luar Tenaga Buruh 11.3 15.3 15.6 16.3 15.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.9 89.5 90.0 89.6 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 7.9 7.6 6.9 7.1 5.9 Graduates Unemployment Rate,
Sabah,2022,Tenaga Buruh 127.9 130.0 140.5 139.8 150.6 Labour Force Bekerja 117.8 120.1 130.7 129.9 141.8 Employed Penganggur 10.1 9.9 9.7 10.0 8.9 Unemployed Luar Tenaga Buruh 11.3 15.3 15.6 16.3 15.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.9 89.5 90.0 89.6 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 7.9 7.6 6.9 7.1 5.9 Graduates Unemployment Rate,
Sabah,2023,Tenaga Buruh 127.9 130.0 140.5 139.8 150.6 Labour Force Bekerja 117.8 120.1 130.7 129.9 141.8 Employed Penganggur 10.1 9.9 9.7 10.0 8.9 Unemployed Luar Tenaga Buruh 11.3 15.3 15.6 16.3 15.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.9 89.5 90.0 89.6 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 7.9 7.6 6.9 7.1 5.9 Graduates Unemployment Rate,
Sabah,2024,Tenaga Buruh 127.9 130.0 140.5 139.8 150.6 Labour Force Bekerja 117.8 120.1 130.7 129.9 141.8 Employed Penganggur 10.1 9.9 9.7 10.0 8.9 Unemployed Luar Tenaga Buruh 11.3 15.3 15.6 16.3 15.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 91.9 89.5 90.0 89.6 90.7 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 7.9 7.6 6.9 7.1 5.9 Graduates Unemployment Rate,
Sabah,2020,Perempuan Female,164600.0
Sabah,2021,Perempuan Female,172600.0
Sabah,2022,Perempuan Female,186000.0
Sabah,2023,Perempuan Female,190100.0
Sabah,2024,Perempuan Female,195800.0
Sabah,2020,Tenaga Buruh 139.1 147.2 158.1 161.2 166.4 Labour Force Bekerja 124.2 132.5 141.7 147.5 152.6 Employed Penganggur 15.0 14.7 16.4 13.7 13.8 Unemployed Luar Tenaga Buruh 25.5 25.4 28.0 28.8 29.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.5 85.3 85.0 84.8 85.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 10.8 10.0 10.4 8.5 8.3 Graduates Unemployment Rate,
Sabah,2021,Tenaga Buruh 139.1 147.2 158.1 161.2 166.4 Labour Force Bekerja 124.2 132.5 141.7 147.5 152.6 Employed Penganggur 15.0 14.7 16.4 13.7 13.8 Unemployed Luar Tenaga Buruh 25.5 25.4 28.0 28.8 29.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.5 85.3 85.0 84.8 85.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 10.8 10.0 10.4 8.5 8.3 Graduates Unemployment Rate,
Sabah,2022,Tenaga Buruh 139.1 147.2 158.1 161.2 166.4 Labour Force Bekerja 124.2 132.5 141.7 147.5 152.6 Employed Penganggur 15.0 14.7 16.4 13.7 13.8 Unemployed Luar Tenaga Buruh 25.5 25.4 28.0 28.8 29.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.5 85.3 85.0 84.8 85.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 10.8 10.0 10.4 8.5 8.3 Graduates Unemployment Rate,
Sabah,2023,Tenaga Buruh 139.1 147.2 158.1 161.2 166.4 Labour Force Bekerja 124.2 132.5 141.7 147.5 152.6 Employed Penganggur 15.0 14.7 16.4 13.7 13.8 Unemployed Luar Tenaga Buruh 25.5 25.4 28.0 28.8 29.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.5 85.3 85.0 84.8 85.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 10.8 10.0 10.4 8.5 8.3 Graduates Unemployment Rate,
Sabah,2024,Tenaga Buruh 139.1 147.2 158.1 161.2 166.4 Labour Force Bekerja 124.2 132.5 141.7 147.5 152.6 Employed Penganggur 15.0 14.7 16.4 13.7 13.8 Unemployed Luar Tenaga Buruh 25.5 25.4 28.0 28.8 29.4 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.5 85.3 85.0 84.8 85.0 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 10.8 10.0 10.4 8.5 8.3 Graduates Unemployment Rate,
Sarawak,2020,Jumlah Total,249900.0
Sarawak,2021,Jumlah Total,257000.0
Sarawak,2022,Jumlah Total,275900.0
Sarawak,2023,Jumlah Total,281600.0
Sarawak,2024,Jumlah Total,301300.0
Sarawak,2020,Tenaga Buruh 211.9 217.5 234.1 239.0 255.8 Labour Force Bekerja 202.5 208.0 224.6 230.7 247.7 Employed Penganggur 9.4 9.5 9.4 8.3 8.1 Unemployed Luar Tenaga Buruh 38.0 39.5 41.9 42.6 45.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.8 84.6 84.8 84.9 84.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.4 4.0 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2021,Tenaga Buruh 211.9 217.5 234.1 239.0 255.8 Labour Force Bekerja 202.5 208.0 224.6 230.7 247.7 Employed Penganggur 9.4 9.5 9.4 8.3 8.1 Unemployed Luar Tenaga Buruh 38.0 39.5 41.9 42.6 45.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.8 84.6 84.8 84.9 84.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.4 4.0 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2022,Tenaga Buruh 211.9 217.5 234.1 239.0 255.8 Labour Force Bekerja 202.5 208.0 224.6 230.7 247.7 Employed Penganggur 9.4 9.5 9.4 8.3 8.1 Unemployed Luar Tenaga Buruh 38.0 39.5 41.9 42.6 45.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.8 84.6 84.8 84.9 84.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.4 4.0 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2023,Tenaga Buruh 211.9 217.5 234.1 239.0 255.8 Labour Force Bekerja 202.5 208.0 224.6 230.7 247.7 Employed Penganggur 9.4 9.5 9.4 8.3 8.1 Unemployed Luar Tenaga Buruh 38.0 39.5 41.9 42.6 45.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.8 84.6 84.8 84.9 84.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.4 4.0 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2024,Tenaga Buruh 211.9 217.5 234.1 239.0 255.8 Labour Force Bekerja 202.5 208.0 224.6 230.7 247.7 Employed Penganggur 9.4 9.5 9.4 8.3 8.1 Unemployed Luar Tenaga Buruh 38.0 39.5 41.9 42.6 45.5 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 84.8 84.6 84.8 84.9 84.9 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.4 4.4 4.0 3.5 3.2 Graduates Unemployment Rate,
Sarawak,2020,Lelaki Male,109800.0
Sarawak,2021,Lelaki Male,113300.0
Sarawak,2022,Lelaki Male,120400.0
Sarawak,2023,Lelaki Male,124000.0
Sarawak,2024,Lelaki Male,130300.00000000001
Sarawak,2020,Tenaga Buruh 97.7 98.5 105.4 107.9 115.2 Labour Force Bekerja 93.3 94.0 101.5 104.2 111.7 Employed Penganggur 4.4 4.5 4.0 3.8 3.5 Unemployed Luar Tenaga Buruh 12.2 14.8 15.0 16.1 15.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.9 86.9 87.6 87.0 88.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.5 4.5 3.8 3.5 3.1 Graduates Unemployment Rate,
Sarawak,2021,Tenaga Buruh 97.7 98.5 105.4 107.9 115.2 Labour Force Bekerja 93.3 94.0 101.5 104.2 111.7 Employed Penganggur 4.4 4.5 4.0 3.8 3.5 Unemployed Luar Tenaga Buruh 12.2 14.8 15.0 16.1 15.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.9 86.9 87.6 87.0 88.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.5 4.5 3.8 3.5 3.1 Graduates Unemployment Rate,
Sarawak,2022,Tenaga Buruh 97.7 98.5 105.4 107.9 115.2 Labour Force Bekerja 93.3 94.0 101.5 104.2 111.7 Employed Penganggur 4.4 4.5 4.0 3.8 3.5 Unemployed Luar Tenaga Buruh 12.2 14.8 15.0 16.1 15.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.9 86.9 87.6 87.0 88.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.5 4.5 3.8 3.5 3.1 Graduates Unemployment Rate,
Sarawak,2023,Tenaga Buruh 97.7 98.5 105.4 107.9 115.2 Labour Force Bekerja 93.3 94.0 101.5 104.2 111.7 Employed Penganggur 4.4 4.5 4.0 3.8 3.5 Unemployed Luar Tenaga Buruh 12.2 14.8 15.0 16.1 15.1 Outside Labour Force Kadar Penyertaan Tenaga Buruh Siswazah (%) 88.9 86.9 87.6 87.0 88.4 Graduates Labour Force Participation Rate Kadar Pengangguran Siswazah (%) 4.5 4.5 3.8 3.5 3.1 Graduates Unemployment Rate,
